timestamp,user,ip,raw_message,label,label_id
2025-12-25 11:56:06.586686,user2,192.168.38.221,Confidential data accessed at 11:21,insider_threat,7
2025-12-21 19:27:06.584186,charlie,192.168.32.121,Confidential data accessed at 20:50,insider_threat,7
2026-01-03 04:05:06.586686,user1,192.168.34.231,Confidential data accessed at 05:09,insider_threat,7
2025-12-23 03:02:06.582092,david,192.168.42.91,Admin account used from unusual location,insider_threat,7
2025-12-06 10:56:06.584186,user2,192.168.12.1,Unauthorized access to sensitive database,insider_threat,7
2025-12-14 04:40:06.581082,admin,192.168.21.51,Confidential data accessed at 20:02,insider_threat,7
2025-12-31 14:16:06.580083,charlie,192.168.32.211,Suspicious file access by privileged user,insider_threat,7
2026-01-01 22:54:06.585691,charlie,192.168.26.91,Unauthorized access to sensitive database,insider_threat,7
2026-01-03 07:36:06.584186,david,192.168.13.101,Unauthorized access to sensitive database,insider_threat,7
2025-12-25 08:32:06.584186,bob,192.168.39.11,Admin accessed confidential files outside business hours,insider_threat,7
2025-12-21 06:12:06.580083,eve,192.168.6.41,Unauthorized database query by bob,insider_threat,7
2025-12-26 10:07:06.580083,user2,192.168.18.211,Unauthorized database query by admin,insider_threat,7
2025-12-20 07:21:06.584186,admin,192.168.17.61,Privilege escalation detected for charlie,insider_threat,7
2025-12-31 05:46:06.584186,user3,192.168.23.241,Unauthorized database query by admin,insider_threat,7
2026-01-04 06:34:06.586686,charlie,192.168.21.211,Sensitive file download by user3 after hours,insider_threat,7
2026-01-03 13:32:06.582092,user1,192.168.14.21,Privilege escalation detected for user3,insider_threat,7
2025-12-27 14:48:06.584186,eve,192.168.19.231,Suspicious file access by privileged user,insider_threat,7
2025-12-19 16:35:06.583091,user2,192.168.9.211,Suspicious file access by privileged user,insider_threat,7
2025-12-12 23:38:06.581082,user3,192.168.31.61,Privilege escalation detected for user3,insider_threat,7
2026-01-02 04:05:06.582092,charlie,192.168.15.111,Unauthorized database query by charlie,insider_threat,7
2025-12-03 12:13:06.580083,david,192.168.28.221,Unauthorized database query by system,insider_threat,7
2025-12-15 16:14:06.584186,eve,192.168.38.71,Unauthorized access to sensitive database,insider_threat,7
2025-12-28 22:40:06.582092,user3,192.168.28.151,Unauthorized access to sensitive database,insider_threat,7
2025-12-20 03:07:06.581082,eve,192.168.16.1,Suspicious file access by privileged user,insider_threat,7
2025-12-06 11:32:06.583091,eve,192.168.11.21,Unauthorized access to sensitive database,insider_threat,7
2025-12-18 18:32:06.584186,user2,192.168.42.101,Suspicious file access by privileged user,insider_threat,7
2025-12-05 15:49:06.584186,system,192.168.31.191,Admin account used from unusual location,insider_threat,7
2025-12-10 14:21:06.584186,alice,192.168.39.21,Admin accessed confidential files outside business hours,insider_threat,7
2025-12-10 12:54:06.583091,user2,192.168.43.61,Privilege abuse detected: user1,insider_threat,7
2025-12-21 00:51:06.585691,user3,192.168.47.181,Privilege escalation detected for system,insider_threat,7
2025-12-08 14:41:06.584186,charlie,192.168.26.71,Unauthorized database query by user1,insider_threat,7
2025-12-31 18:19:06.585691,bob,192.168.36.81,Admin accessed confidential files outside business hours,insider_threat,7
2025-12-31 00:50:06.583091,alice,192.168.3.81,Privilege abuse detected: charlie,insider_threat,7
2025-12-24 07:49:06.580083,user2,192.168.43.121,Privilege escalation detected for admin,insider_threat,7
2025-12-18 08:30:06.586686,system,192.168.17.161,Privilege escalation detected for charlie,insider_threat,7
2026-01-04 06:01:06.581082,eve,192.168.17.141,User bob accessed HR records without authorization,insider_threat,7
2026-01-02 02:33:06.583091,system,192.168.21.1,Privilege abuse detected: alice,insider_threat,7
2025-12-16 04:53:06.586686,bob,192.168.47.71,Confidential data accessed at 14:46,insider_threat,7
2025-12-30 09:36:06.586686,user1,192.168.43.201,Confidential data accessed at 02:02,insider_threat,7
2025-12-29 08:17:06.585691,admin,192.168.19.81,Privilege abuse detected: charlie,insider_threat,7
2025-12-07 23:40:06.585691,david,192.168.23.61,Admin account used from unusual location,insider_threat,7
2025-12-21 11:21:06.582092,david,192.168.42.61,Admin accessed confidential files outside business hours,insider_threat,7
2026-01-01 18:28:06.584186,eve,192.168.4.241,Confidential data accessed at 15:12,insider_threat,7
2025-12-10 18:46:06.585691,user1,192.168.41.161,Admin account used from unusual location,insider_threat,7
2025-12-13 22:49:06.583091,charlie,192.168.39.11,Sensitive file download by system after hours,insider_threat,7
2026-01-03 01:31:06.586686,alice,192.168.36.201,Admin accessed confidential files outside business hours,insider_threat,7
2025-12-07 16:28:06.581082,charlie,192.168.9.41,Privilege escalation detected for user2,insider_threat,7
2025-12-03 11:17:06.580083,system,192.168.48.201,Privilege abuse detected: charlie,insider_threat,7
2025-12-04 10:43:06.586686,user3,192.168.16.241,Unauthorized access to sensitive database,insider_threat,7
2025-12-10 08:15:06.586686,system,192.168.26.121,Unauthorized access to sensitive database,insider_threat,7
2025-12-29 21:46:06.586686,admin,192.168.7.131,Suspicious file access by privileged user,insider_threat,7
2025-12-23 10:46:06.583091,david,192.168.28.151,Confidential data accessed at 02:01,insider_threat,7
2026-01-01 06:39:06.581082,eve,192.168.25.21,Sensitive file download by charlie after hours,insider_threat,7
2025-12-29 21:55:06.583091,user3,192.168.39.221,Unauthorized database query by eve,insider_threat,7
2025-12-24 16:08:06.581082,user2,192.168.18.151,Admin account used from unusual location,insider_threat,7
2025-12-24 20:45:06.582092,bob,192.168.39.71,Confidential data accessed at 04:51,insider_threat,7
2026-01-01 00:46:06.585691,user1,192.168.1.181,Admin account used from unusual location,insider_threat,7
2025-12-26 00:11:06.586686,bob,192.168.41.71,Suspicious file access by privileged user,insider_threat,7
2025-12-11 17:08:06.585691,david,192.168.35.191,Sensitive file download by user1 after hours,insider_threat,7
2026-01-01 20:31:06.581082,user3,192.168.45.211,Confidential data accessed at 12:36,insider_threat,7
2025-12-28 20:03:06.581082,user1,192.168.8.31,Confidential data accessed at 16:51,insider_threat,7
2025-12-23 11:16:06.583091,user3,192.168.6.31,Privilege abuse detected: charlie,insider_threat,7
2025-12-06 00:18:06.586686,charlie,192.168.32.51,Unauthorized access to sensitive database,insider_threat,7
2025-12-11 19:56:06.585691,user2,192.168.3.111,Admin account used from unusual location,insider_threat,7
2026-01-01 13:19:06.580083,eve,192.168.44.51,Privilege abuse detected: user3,insider_threat,7
2025-12-14 18:05:06.582092,user3,192.168.22.101,Sensitive file download by bob after hours,insider_threat,7
2026-01-01 12:29:06.586686,user1,192.168.2.61,User user3 accessed HR records without authorization,insider_threat,7
2025-12-16 22:32:06.582092,user2,192.168.13.131,Unauthorized access to sensitive database,insider_threat,7
2025-12-20 02:46:06.586686,admin,192.168.15.231,Privilege escalation detected for system,insider_threat,7
2025-12-06 18:15:06.584186,user2,192.168.23.181,Admin account used from unusual location,insider_threat,7
2025-12-10 18:38:06.583091,david,192.168.35.181,Sensitive file download by david after hours,insider_threat,7
2025-12-23 22:43:06.586686,david,192.168.14.41,User charlie accessed HR records without authorization,insider_threat,7
2025-12-05 02:33:06.584186,system,192.168.16.121,Sensitive file download by user1 after hours,insider_threat,7
2026-01-04 17:51:06.586686,bob,192.168.3.121,Sensitive file download by charlie after hours,insider_threat,7
2025-12-08 09:18:06.581082,bob,192.168.48.151,Admin account used from unusual location,insider_threat,7
2025-12-14 19:27:06.581082,david,192.168.20.221,Privilege escalation detected for charlie,insider_threat,7
2025-12-11 13:24:06.582092,admin,192.168.10.61,Suspicious file access by privileged user,insider_threat,7
2025-12-17 08:09:06.581082,david,192.168.14.71,Unauthorized database query by user3,insider_threat,7
2025-12-13 23:17:06.585691,user1,192.168.34.51,Unauthorized access to sensitive database,insider_threat,7
2025-12-03 20:01:06.584186,charlie,192.168.27.51,Suspicious file access by privileged user,insider_threat,7
