timestamp,user,ip,raw_message,label,label_id
2025-12-02 11:35:06.543629,alice,192.168.44.241,Command and control traffic detected,malware,2
2025-12-08 18:40:06.545627,system,192.168.9.151,Ransomware behavior detected,malware,2
2025-12-09 00:29:06.538628,bob,192.168.22.221,Multiple failed login attempts detected,brute_force,1
2025-12-30 08:30:06.548627,alice,192.168.2.101,Suspicious URL in email: http://phishing-site-351.com,phishing,3
2025-12-27 18:01:06.558628,user1,192.168.7.91,UDP flood detected: source 192.168.35.181,ddos,4
2026-01-02 03:54:06.546627,admin,192.168.40.171,Command and control traffic detected,malware,2
2025-12-10 22:01:06.539627,eve,192.168.37.31,Multiple failed login attempts detected,brute_force,1
2025-12-19 06:14:06.534631,user1,192.168.19.41,Account locked due to multiple failures,brute_force,1
2025-12-05 12:03:06.556631,eve,192.168.43.231,Abnormal request rate: 29105 req/s,ddos,4
2025-12-18 01:41:06.554630,charlie,192.168.5.131,Phishing attempt detected: fake login page,phishing,3
2026-01-02 03:10:06.537629,bob,192.168.47.131,Failed login attempt #3 for user david,brute_force,1
2025-12-06 22:21:06.548627,user1,192.168.25.41,Malware hash match: md5:8125622,malware,2
2025-12-21 11:36:06.548627,alice,192.168.15.211,Malicious script execution blocked,malware,2
2025-12-27 15:54:06.558628,eve,192.168.38.191,DDoS attack detected: 25520 requests/sec from 192.168.49.11,ddos,4
2025-12-15 07:01:06.558628,bob,192.168.44.191,High volume of requests detected from single IP,ddos,4
2025-12-23 00:29:06.559627,user3,192.168.26.161,Connection flood from 192.168.28.171,ddos,4
2025-12-25 11:56:06.586686,user2,192.168.38.221,Confidential data accessed at 11:21,insider_threat,7
2025-12-24 02:05:06.563627,user2,192.168.44.131,Unusual traffic spike from 192.168.9.11,ddos,4
2026-01-02 11:57:06.546627,eve,192.168.33.231,Rootkit activity detected,malware,2
2025-12-17 05:28:06.543629,bob,192.168.22.91,Rootkit activity detected,malware,2
2026-01-04 00:18:06.555629,eve,192.168.21.91,Malicious attachment in email from hr@company.com,phishing,3
2025-12-06 20:08:06.570629,admin,192.168.18.211,Ransom note file detected: README.txt,ransomware,5
2025-12-23 09:27:06.573084,charlie,192.168.31.131,Data leak detected to external server,data_exfil,6
2025-12-21 19:27:06.584186,charlie,192.168.32.121,Confidential data accessed at 20:50,insider_threat,7
2025-12-22 03:59:06.531628,admin,192.168.1.121,Routine system check completed,normal,0
2025-12-10 11:00:06.549628,eve,192.168.14.61,Email impersonation detected,phishing,3
2026-01-03 04:05:06.586686,user1,192.168.34.231,Confidential data accessed at 05:09,insider_threat,7
2025-12-18 02:06:06.550628,eve,192.168.3.31,Email contains malicious link asking for credentials,phishing,3
2025-12-20 14:47:06.531628,alice,192.168.14.181,Report generated successfully,normal,0
2026-01-03 09:26:06.549628,david,192.168.39.21,Email contains malicious link asking for credentials,phishing,3
2025-12-18 16:46:06.532628,system,192.168.11.21,Report generated successfully,normal,0
2025-12-23 03:02:06.582092,david,192.168.42.91,Admin account used from unusual location,insider_threat,7
2025-12-17 09:59:06.579084,alice,192.168.16.141,Sensitive data accessed and transferred,data_exfil,6
2025-12-19 04:05:06.538628,bob,192.168.18.11,Multiple failed login attempts detected,brute_force,1
2025-12-31 12:44:06.578083,alice,192.168.1.61,Confidential files copied to external drive,data_exfil,6
2025-12-03 19:55:06.533628,alice,192.168.42.71,Repeated login failures: alice@192.168.33.61,brute_force,1
2026-01-01 12:35:06.566629,bob,192.168.47.241,Files renamed with .encrypted extension,ransomware,5
2025-12-04 21:11:06.562627,user3,192.168.42.141,SYN flood detected from 192.168.18.181,ddos,4
2025-12-15 05:28:06.529623,eve,192.168.27.51,Connection established to database,normal,0
2025-12-09 23:32:06.533628,eve,192.168.21.101,Suspicious login pattern detected from 192.168.16.11,brute_force,1
2025-12-12 08:35:06.547627,david,192.168.36.51,Potentially unwanted program detected,malware,2
2025-12-31 03:56:06.546627,bob,192.168.10.111,Malicious process malware.exe terminated,malware,2
2025-12-07 02:14:06.566629,eve,192.168.1.121,Bulk file encryption in progress,ransomware,5
2025-12-07 11:18:06.548627,bob,192.168.31.201,Suspicious DLL injection attempt,malware,2
2025-12-11 13:44:06.551627,bob,192.168.48.41,Malicious attachment in email from admin@corp.com,phishing,3
2026-01-02 14:30:06.564630,charlie,192.168.44.101,Suspicious file encryption activity,ransomware,5
2025-12-07 12:09:06.534631,bob,192.168.3.241,Account locked due to multiple failures,brute_force,1
2025-12-10 09:51:06.575082,eve,192.168.10.191,Unauthorized data transfer to 192.168.22.181,data_exfil,6
2025-12-08 13:51:06.563627,user1,192.168.49.231,SYN flood detected from 192.168.22.231,ddos,4
2025-12-21 17:42:06.573084,user1,192.168.16.61,Unusual data upload to 192.168.27.121: 200MB,data_exfil,6
2025-12-08 11:20:06.548627,admin,192.168.24.241,Malicious script execution blocked,malware,2
2025-12-24 23:01:06.556631,admin,192.168.2.1,Abnormal request rate: 24033 req/s,ddos,4
2026-01-02 18:15:06.558628,user2,192.168.25.191,HTTP flood attack in progress,ddos,4
2026-01-02 21:59:06.579084,user2,192.168.33.131,Suspicious outbound traffic: 3237GB transferred,data_exfil,6
2025-12-18 01:07:06.536627,admin,192.168.46.1,Invalid credentials provided for admin,brute_force,1
2025-12-06 10:56:06.584186,user2,192.168.12.1,Unauthorized access to sensitive database,insider_threat,7
2026-01-04 17:13:06.543629,user1,192.168.1.191,Rootkit activity detected,malware,2
2025-12-03 13:10:06.576082,david,192.168.1.1,Data exfiltration detected: 213 files uploaded,data_exfil,6
2025-12-14 04:40:06.581082,admin,192.168.21.51,Confidential data accessed at 20:02,insider_threat,7
2025-12-14 11:59:06.532628,user3,192.168.27.31,Scheduled task executed successfully,normal,0
2025-12-22 23:24:06.568630,user2,192.168.46.241,Bulk file encryption in progress,ransomware,5
2025-12-15 08:07:06.544627,bob,192.168.35.31,Malicious script execution blocked,malware,2
2025-12-14 19:01:06.529623,admin,192.168.29.241,Connection established to database,normal,0
2026-01-03 05:57:06.547627,david,192.168.47.41,Potentially unwanted program detected,malware,2
2025-12-16 04:53:06.563627,david,192.168.34.81,Connection flood from 192.168.30.131,ddos,4
2025-12-31 14:16:06.580083,charlie,192.168.32.211,Suspicious file access by privileged user,insider_threat,7
2025-12-04 20:57:06.573084,system,192.168.38.141,Unauthorized data transfer to 192.168.7.101,data_exfil,6
2025-12-25 19:17:06.567630,charlie,192.168.49.221,Files renamed with .encrypted extension,ransomware,5
2025-12-21 03:18:06.537629,bob,192.168.41.181,Suspicious login pattern detected from 192.168.8.61,brute_force,1
2025-12-21 22:30:06.555629,admin,192.168.43.51,Spear phishing attempt targeting user1,phishing,3
2025-12-25 21:01:06.550628,bob,192.168.26.221,Phishing attempt detected: fake login page,phishing,3
2025-12-07 10:07:06.528622,user2,192.168.7.161,File saved: config.ini,normal,0
2025-12-02 10:54:06.554630,bob,192.168.45.31,Email contains malicious link asking for credentials,phishing,3
2025-12-12 23:29:06.557630,admin,192.168.22.101,UDP flood detected: source 192.168.26.181,ddos,4
2026-01-01 22:54:06.585691,charlie,192.168.26.91,Unauthorized access to sensitive database,insider_threat,7
2026-01-02 14:04:06.539627,charlie,192.168.25.11,Invalid credentials provided for user3,brute_force,1
2025-12-27 11:26:06.534631,david,192.168.32.151,Authentication failed: invalid password,brute_force,1
2025-12-04 17:38:06.569629,eve,192.168.5.111,Files renamed with .encrypted extension,ransomware,5
2025-12-30 02:10:06.542629,bob,192.168.38.141,Trojan detected: report.pdf,malware,2
2025-12-09 18:48:06.555629,eve,192.168.38.51,Suspicious URL in email: http://phishing-site-94.com,phishing,3
2026-01-03 17:19:06.574082,user3,192.168.49.61,Database dump detected to external IP,data_exfil,6
2025-12-23 23:55:06.550628,user2,192.168.31.61,Spear phishing attempt targeting user2,phishing,3
2026-01-02 21:37:06.531628,bob,192.168.13.111,File malware.exe accessed successfully,normal,0
2025-12-06 21:29:06.547627,david,192.168.1.91,Malware hash match: md5:9228569,malware,2
2025-12-19 22:58:06.533628,bob,192.168.11.21,Invalid credentials provided for bob,brute_force,1
2025-12-20 02:38:06.577081,user1,192.168.2.201,Confidential files copied to external drive,data_exfil,6
2025-12-02 15:25:06.564630,system,192.168.4.241,Files renamed with .encrypted extension,ransomware,5
2025-12-16 22:56:06.558628,user2,192.168.18.171,Abnormal request rate: 43126 req/s,ddos,4
2025-12-26 01:20:06.542629,admin,192.168.10.201,Malicious script execution blocked,malware,2
2025-12-27 15:10:06.529623,david,192.168.26.211,User logout successful,normal,0
2026-01-05 04:58:06.554630,system,192.168.37.111,Email impersonation detected,phishing,3
2025-12-07 21:22:06.559627,charlie,192.168.24.1,Distributed denial of service detected,ddos,4
2025-12-14 23:58:06.530621,alice,192.168.34.241,Database backup completed successfully,normal,0
2025-12-18 23:08:06.579084,eve,192.168.36.161,Large outbound data transfer to external server,data_exfil,6
2025-12-04 11:57:06.536627,david,192.168.17.11,Password authentication failed for user2,brute_force,1
2025-12-16 20:21:06.531628,user3,192.168.11.171,Session established for user admin,normal,0
2025-12-30 01:53:06.533628,system,192.168.33.151,Failed login attempt #3 for user user2,brute_force,1
2025-12-12 17:14:06.574082,eve,192.168.31.11,Confidential files copied to external drive,data_exfil,6
2025-12-10 12:59:06.576082,system,192.168.3.11,Sensitive data accessed and transferred,data_exfil,6
2025-12-16 12:47:06.546627,eve,192.168.35.31,Backdoor communication detected to 192.168.32.1,malware,2
2025-12-28 00:43:06.534631,user1,192.168.26.31,Suspicious login pattern detected from 192.168.26.111,brute_force,1
2025-12-10 17:23:06.536627,eve,192.168.18.181,Brute force attack detected from 192.168.6.191,brute_force,1
2025-12-14 01:31:06.548627,user2,192.168.1.91,Suspicious DLL injection attempt,malware,2
2026-01-03 07:36:06.584186,david,192.168.13.101,Unauthorized access to sensitive database,insider_threat,7
2025-12-18 08:52:06.577081,user2,192.168.21.171,Unauthorized data transfer to 192.168.38.91,data_exfil,6
2025-12-18 14:48:06.559627,user3,192.168.3.31,High volume of requests detected from single IP,ddos,4
2025-12-25 20:15:06.551627,charlie,192.168.44.21,Fake invoice email detected,phishing,3
2025-12-26 16:42:06.537629,user1,192.168.32.131,Authentication failed: invalid password,brute_force,1
2025-12-31 22:17:06.562627,user1,192.168.24.121,High volume of requests detected from single IP,ddos,4
